Temperature(°C),Dew point temperature(°C),Wind speed (m/s),Humidity(%),Visibility (10m),Hour,Rented Bike Count
6.4,3.5,1.2,82,186,1,267
6.0,3.1,1.3,82,198,2,195
5.5,2.8,0.9,83,186,3,139
5.3,2.4,1.0,82,200,4,90
5.0,2.3,0.7,83,200,5,60
4.6,2.1,0.7,84,193,6,71
4.7,1.8,1.3,82,198,7,137
5.0,1.6,1.1,79,203,8,225
6.3,1.8,1.3,73,218,9,331
8.4,2.1,1.8,65,229,10,359
10.7,2.2,2.0,56,261,11,466
12.7,1.0,1.3,45,321,12,626
14.6,0.4,1.9,38,315,13,784
16.1,1.3,2.4,37,315,14,882
16.7,2.2,3.1,38,265,15,960
16.5,2.4,3.1,39,366,16,1031
15.8,2.2,2.3,40,481,17,911
14.4,2.2,2.7,44,596,18,768
12.6,4.7,2.5,59,384,19,571
10.7,5.4,2.8,70,236,20,502
9.8,5.3,2.2,74,219,21,456
8.8,5.3,2.0,79,203,22,424
8.0,5.1,1.3,82,196,23,336
7.1,4.5,2.3,84,185,0,244
6.3,4.2,1.8,87,153,1,185
5.4,4.6,1.5,95,89,2,93
5.5,4.9,1.6,96,72,3,62
5.5,4.9,2.0,96,53,4,65
5.4,4.9,1.5,97,38,5,98
5.7,5.2,0.5,97,80,6,227
6.0,5.4,0.6,96,94,7,581
6.4,4.8,1.4,90,117,8,983
7.6,4.7,0.7,82,147,9,540
10.0,4.7,1.0,70,187,10,415
12.6,5.0,2.4,60,281,11,422
14.6,5.1,2.5,53,348,12,492
16.0,4.6,2.5,47,459,13,504
17.4,3.2,2.9,39,520,14,575
17.6,1.1,3.6,33,985,15,604
17.7,1.2,3.4,33,897,16,819
17.1,-0.1,3.3,31,1075,17,925
16.0,-0.2,2.9,33,1138,18,1477
14.3,-0.2,3.1,37,1247,19,1031
12.9,0.2,2.8,42,1047,20,835
11.6,2.5,1.5,54,693,21,798
10.7,2.7,1.4,58,600,22,662
9.8,2.8,0.6,62,535,23,447
9.0,3.3,1.1,68,426,0,380
8.7,3.5,0.9,70,398,1,278
8.3,3.1,0.8,70,394,2,163
8.1,3.1,0.9,71,378,3,127
7.8,2.6,0.3,70,395,4,95
8.0,1.3,0.8,63,439,5,110
8.1,2.1,0.6,66,415,6,231
8.5,2.7,0.7,67,475,7,705
9.3,2.3,0.6,62,519,8,1201
11.6,1.7,0.8,51,498,9,699
13.9,0.5,0.8,40,586,10,462
15.8,2.2,1.9,40,647,11,560
16.7,5.3,2.4,47,620,12,586
18.6,6.7,2.1,46,642,13,563
19.4,7.1,2.0,45,624,14,618
19.9,7.6,2.7,45,676,15,636
19.5,8.7,3.4,50,613,16,774
18.4,8.9,3.2,54,605,17,960
16.8,8.9,3.1,60,580,18,1521
15.0,8.9,2.6,67,452,19,1020
13.9,8.9,2.4,72,385,20,864
13.4,8.6,1.5,73,325,21,866
12.9,8.5,1.3,75,326,22,764
12.4,7.8,1.5,74,356,23,527
12.0,7.8,0.8,76,346,0,400
11.6,7.1,1.2,74,374,1,337
11.5,7.2,1.9,75,399,2,225
10.9,7.3,0.8,79,383,3,150
10.6,6.7,0.9,77,422,4,104
10.2,6.8,0.8,80,366,5,107
9.6,7.0,0.7,84,301,6,258
9.6,6.6,1.1,82,284,7,741
10.3,6.4,0.7,77,341,8,1353
12.4,6.2,1.0,66,546,9,723
14.7,7.4,2.9,62,684,10,494
15.6,7.8,3.7,60,817,11,588
16.5,7.9,3.8,57,881,12,629
17.5,8.0,3.1,54,1065,13,723
18.6,6.7,4.4,46,1664,14,698
18.2,6.0,4.1,45,1908,15,785
18.3,5.4,4.3,43,1931,16,943
17.6,5.5,4.2,45,1947,17,1221
17.0,7.3,3.1,53,1855,18,1839
16.0,8.2,2.8,60,1436,19,1288
15.2,8.6,2.2,65,988,20,1133
14.2,8.7,0.8,70,723,21,1035
13.6,8.8,2.0,73,644,22,907
13.5,8.9,1.2,74,603,23,614
13.4,9.4,1.5,77,537,0,466
13.0,9.8,1.9,81,484,1,390
12.9,10.0,1.6,83,369,2,254
12.7,9.3,0.4,80,384,3,170
12.8,9.6,0.2,81,418,4,109
12.7,9.8,0.8,83,392,5,106
12.6,9.7,0.5,83,332,6,274
12.8,9.7,0.6,82,370,7,781
13.3,9.9,1.2,80,369,8,1281
13.5,9.9,1.9,79,382,9,757
15.0,9.3,1.5,69,552,10,482
16.1,9.0,1.2,63,555,11,583
18.2,9.0,2.3,55,594,12,714
19.5,8.1,1.9,48,596,13,716
20.2,8.5,2.4,47,541,14,711
20.8,7.4,3.1,42,576,15,781
20.7,5.8,2.2,38,741,16,957
20.3,8.9,2.8,48,635,17,1194
19.1,7.5,2.4,47,942,18,1776
17.5,9.8,2.2,61,758,19,1260
15.6,8.8,2.7,64,686,20,1079
14.4,8.1,1.7,66,677,21,1046
13.3,8.1,2.1,71,581,22,949
12.7,8.3,1.6,75,475,23,614
11.8,8.0,0.6,78,438,0,490
11.4,7.5,0.7,77,466,1,401
10.8,5.9,0.4,72,639,2,261
10.3,4.6,0.7,68,887,3,184
9.9,4.0,1.1,67,820,4,115
10.4,3.4,1.8,62,911,5,117
10.3,5.0,1.2,70,555,6,284
10.5,5.2,1.1,70,483,7,747
11.5,3.9,1.6,60,550,8,1406
13.7,2.2,1.3,46,972,9,772
16.0,-2.0,1.4,29,1708,10,583
17.8,-1.9,2.6,26,1822,11,739
19.1,-0.8,1.6,26,1704,12,939
20.3,0.6,1.4,27,1464,13,860
21.0,1.7,2.8,28,1191,14,965
21.8,2.4,2.3,28,1162,15,1068
20.7,5.0,3.6,36,811,16,1156
19.4,7.1,2.9,45,778,17,1460
17.4,8.7,3.1,57,657,18,1935
15.2,7.4,3.2,60,1081,19,1268
14.3,7.3,2.6,63,936,20,1045
13.7,8.9,1.8,73,658,21,948
12.7,8.5,1.5,76,521,22,880
12.1,8.1,1.4,77,540,23,678
11.7,7.7,1.3,77,588,0,537
11.5,7.6,2.0,77,593,1,502
11.0,6.3,1.5,73,816,2,397
10.7,6.2,1.7,74,712,3,264
10.4,5.7,1.7,73,801,4,163
9.8,5.1,0.8,73,1098,5,108
9.4,5.1,0.9,75,1117,6,142
9.5,4.6,0.2,72,1017,7,264
10.4,4.0,0.8,65,979,8,489
12.6,4.2,0.9,57,859,9,642
14.7,5.2,0.9,53,831,10,618
16.7,4.6,1.9,45,1054,11,824
18.2,3.6,4.2,38,1189,12,1072
19.3,4.2,3.0,37,1257,13,1218
20.1,1.9,3.0,30,1554,14,1381
18.9,0.0,3.7,28,1769,15,1542
18.0,1.0,3.0,32,1836,16,1578
17.3,2.0,3.4,36,1722,17,1531
16.6,0.2,2.6,33,1867,18,1391
15.3,2.1,2.0,41,1751,19,1025
14.0,2.2,1.6,45,1729,20,972
13.3,2.5,1.6,48,1582,21,1010
12.8,3.1,1.5,52,1616,22,922
12.4,5.5,1.3,63,1201,23,655
12.1,6.7,0.8,70,1050,0,579
11.7,7.2,0.5,74,979,1,453
11.7,6.8,0.6,72,915,2,322
11.9,6.7,0.7,71,853,3,221
12.1,6.5,0.3,69,827,4,147
12.3,5.8,0.5,65,1085,5,96
12.4,5.0,0.4,61,1131,6,110
12.5,5.4,0.4,62,1003,7,169
12.9,6.2,1.5,64,778,8,342
13.5,7.2,1.8,66,934,9,485
14.7,7.2,2.0,61,945,10,566
16.7,7.6,2.1,55,1182,11,737
18.0,8.2,3.1,53,1350,12,926
17.9,10.0,2.2,60,1248,13,1156
17.5,11.2,2.1,67,832,14,1201
18.2,11.0,2.2,63,687,15,1349
18.2,12.4,3.2,69,625,16,1409
18.0,12.8,1.8,72,559,17,1362
17.7,13.2,2.1,75,519,18,1296
17.4,13.7,2.3,79,614,19,1066
17.1,13.6,1.5,80,480,20,984
16.9,13.6,1.9,81,472,21,983
16.7,13.7,2.4,83,416,22,841
16.3,13.2,1.3,82,480,23,588
16.1,12.6,1.9,80,605,0,468
16.0,12.3,1.0,79,716,1,295
15.7,12.4,1.4,81,694,2,155
15.6,12.3,1.2,81,628,3,111
15.7,12.0,1.2,79,628,4,86
15.3,12.2,1.4,82,508,5,125
14.9,11.6,0.4,81,580,6,359
15.1,11.6,1.0,80,623,7,918
15.7,11.2,1.1,75,804,8,1469
16.6,11.0,1.5,70,945,9,806
17.5,11.0,1.3,66,1059,10,579
18.5,10.8,1.6,61,1301,11,662
20.8,9.9,2.0,50,1240,12,818
21.9,10.3,2.5,48,1113,13,818
23.0,9.3,3.4,42,1315,14,920
23.7,10.3,2.8,43,1347,15,993
23.0,11.0,4.1,47,1417,16,1218
22.0,10.7,3.7,49,1582,17,1569
20.7,11.0,4.1,54,1484,18,2401
19.1,11.1,3.4,60,1592,19,1779
18.2,11.5,1.8,65,1563,20,1517
17.9,10.9,2.1,64,1652,21,1503
17.4,10.9,2.3,66,1565,22,1213
16.8,11.2,0.9,70,1426,23,803
16.8,11.0,0.8,69,1395,0,532
17.1,12.0,1.7,72,1353,1,430
17.0,12.1,1.6,73,1184,2,275
17.0,12.3,1.7,74,1294,3,156
16.9,12.2,1.2,74,1199,4,124
16.9,12.0,1.6,73,1275,5,163
16.8,12.1,1.2,74,1265,6,388
16.8,11.9,1.0,73,1366,7,1033
17.3,11.9,0.5,71,1481,8,1677
18.3,12.0,2.4,67,1375,9,867
18.9,12.4,2.0,66,1298,10,664
19.0,12.7,1.9,67,1062,11,696
19.6,12.3,2.9,63,1034,12,913
20.1,12.3,2.6,61,1117,13,870
21.0,11.0,3.2,53,1306,14,931
19.9,11.3,2.5,58,1348,15,961
19.7,11.1,3.7,58,1302,16,1173
19.7,10.9,2.6,57,1302,17,1436
18.9,12.8,3.3,68,1326,18,2134
18.0,13.2,3.1,74,1258,19,1415
17.3,13.8,2.4,80,927,20,1470
17.0,14.0,3.2,83,744,21,1223
16.0,13.4,2.0,85,409,22,1030
15.0,14.0,1.6,94,163,23,454
15.0,14.3,2.1,96,141,0,355
14.8,14.1,1.7,96,209,1,113
14.5,14.0,2.2,97,179,2,15
14.3,13.8,1.2,97,228,3,22
14.1,13.6,1.7,97,306,4,14
11.9,11.4,3.4,97,305,5,19
11.7,10.9,0.7,95,2000,6,172
10.3,8.7,1.2,90,2000,7,665
10.3,8.0,2.5,86,2000,8,1284
10.4,7.2,1.4,81,2000,9,378
10.7,7.5,1.4,81,2000,10,505
12.8,6.3,2.0,65,2000,11,744
15.3,6.0,2.1,54,1989,12,928
16.7,5.3,1.4,47,2000,13,951
17.9,4.7,1.3,42,1981,14,1096
17.9,5.4,2.2,44,2000,15,1209
17.9,4.7,1.1,42,2000,16,1413
17.2,5.4,2.2,46,2000,17,1745
16.0,4.6,2.1,47,2000,18,2402
14.3,4.8,2.1,53,2000,19,1626
12.8,4.2,2.0,56,2000,20,1374
11.8,3.5,1.9,57,2000,21,1256
10.9,2.9,1.5,58,2000,22,1041
10.2,2.2,2.4,58,2000,23,668
9.5,2.3,1.7,61,2000,0,436
9.0,2.0,1.9,62,2000,1,373
9.0,2.3,2.1,63,2000,2,220
8.9,2.4,2.2,64,2000,3,150
8.8,2.5,2.5,65,2000,4,87
8.3,5.2,2.0,81,1060,5,18
7.5,6.5,2.4,94,511,6,21
7.1,6.1,2.2,94,572,7,38
6.7,5.7,2.7,94,1127,8,207
6.8,5.1,2.9,89,2000,9,129
7.1,5.0,2.9,87,2000,10,95
7.1,6.0,2.6,93,697,11,47
7.3,6.5,2.2,95,676,12,70
7.7,6.9,1.9,95,442,13,84
8.0,7.2,1.5,95,514,14,46
8.1,7.4,1.9,96,410,15,37
8.1,7.4,1.5,96,281,16,31
8.0,7.3,1.4,96,298,17,46
7.6,6.9,2.0,96,660,18,75
7.6,6.9,1.5,96,1309,19,75
7.3,6.6,1.9,96,2000,20,56
7.3,6.6,1.5,96,749,21,99
7.2,6.5,1.0,96,700,22,77
7.1,6.5,1.3,96,1497,23,79
7.2,6.4,0.9,95,861,0,56
7.2,6.4,0.2,95,683,1,50
7.3,6.6,1.0,96,337,2,27
7.2,6.5,0.8,96,349,3,18
6.8,6.3,2.2,97,453,4,9
6.3,5.8,1.7,97,787,5,54
6.1,5.5,2.1,96,798,6,178
5.7,4.9,3.4,95,1136,7,591
5.9,4.3,2.8,90,1820,8,1235
6.9,4.2,2.2,83,1666,9,719
8.0,3.4,2.8,73,1641,10,529
8.3,2.9,4.1,69,1217,11,598
6.7,1.8,4.6,71,543,12,756
7.9,0.1,4.3,58,488,13,683
7.4,-0.8,3.5,56,461,14,572
6.8,-2.9,4.1,50,660,15,545
6.6,-3.1,4.0,50,645,16,585
6.3,-3.3,4.4,50,707,17,776
5.9,-5.7,5.3,43,859,18,1114
4.8,-5.3,3.8,48,1126,19,659
4.3,-3.0,4.6,59,991,20,508
4.0,-1.5,3.0,67,794,21,447
3.9,-1.4,3.0,68,737,22,499
3.8,-0.2,4.1,75,604,23,312
3.0,-2.5,3.3,67,945,0,282
2.6,-2.9,2.7,67,1053,1,225
1.8,-1.1,2.9,81,325,2,123
1.5,-1.2,3.5,82,372,3,122
1.6,-3.2,3.6,70,1392,4,80
1.6,-4.9,4.9,62,1372,5,57
1.7,-5.6,3.8,58,1189,6,108
1.9,-7.1,4.9,51,1297,7,206
2.4,-8.6,4.3,44,1375,8,399
3.4,-9.9,3.6,37,1668,9,426
4.3,-11.3,4.9,31,1661,10,453
4.7,-13.2,4.8,26,1927,11,553
6.0,-13.6,4.2,23,1990,12,697
7.4,-12.9,4.5,22,1964,13,852
8.1,-11.3,4.7,24,1914,14,919
7.6,-6.5,5.0,36,1928,15,925
7.9,-7.0,4.7,34,1979,16,897
7.6,-6.5,5.3,36,2000,17,908
6.4,-5.2,3.7,43,2000,18,714
4.9,-5.4,3.5,47,2000,19,518
4.2,-6.9,4.1,44,2000,20,458
3.8,-8.9,3.2,39,2000,21,443
3.5,-8.5,2.8,41,2000,22,426
3.1,-9.5,3.1,39,2000,23,368
2.9,-7.6,2.2,46,2000,0,325
2.4,-8.0,1.7,46,2000,1,224
2.2,-7.4,1.9,49,2000,2,191
2.0,-7.3,2.0,50,2000,3,141
1.7,-7.3,1.3,51,2000,4,90
1.3,-7.7,1.6,51,2000,5,59
0.9,-7.8,1.1,52,2000,6,101
0.9,-7.3,0.8,54,2000,7,159
2.9,-5.7,1.5,53,1892,8,332
5.1,-5.5,2.7,46,1888,9,405
6.3,-6.6,2.8,39,2000,10,494
6.4,-10.3,2.7,29,2000,11,586
6.9,-9.5,1.8,30,1994,12,709
7.4,-10.4,1.8,27,2000,13,847
7.9,-9.9,1.0,27,1985,14,777
7.3,-6.1,0.8,38,2000,15,343
6.1,0.0,1.5,65,1465,16,137
4.3,1.1,2.6,80,1357,17,58
3.0,1.3,1.5,89,283,18,22
2.5,1.6,1.8,94,349,19,44
2.7,1.2,1.5,90,639,20,93
2.8,1.0,2.1,88,592,21,170
2.7,0.9,2.0,88,621,22,177
2.9,0.6,0.9,85,829,23,182
3.2,0.7,0.6,84,785,0,197
2.8,0.8,0.8,87,462,1,140
2.2,0.4,0.5,88,508,2,97
1.6,0.7,0.3,94,426,3,52
1.1,0.3,0.5,95,345,4,43
0.7,0.1,1.0,96,206,5,91
0.1,-0.3,0.6,97,77,6,239
0.6,0.1,1.3,97,66,7,651
1.0,0.5,0.9,97,148,8,1163
2.6,2.0,1.1,96,316,9,682
5.2,0.7,1.0,73,668,10,506
7.5,-1.2,0.9,54,1013,11,644
10.4,-1.3,1.7,44,1235,12,799
12.4,-3.8,1.7,32,1441,13,869
13.9,-5.3,2.5,26,1537,14,921
14.2,-6.1,1.8,24,1743,15,1038
15.3,-5.1,1.5,24,1534,16,1185
15.3,-4.1,0.9,26,1257,17,1479
14.8,-5.6,1.3,24,1514,18,2401
13.4,-2.5,1.2,33,1356,19,1599
11.7,-3.6,0.9,34,1393,20,1362
10.3,-3.4,0.5,38,1433,21,1232
9.6,-3.0,0.5,41,1428,22,1069
9.6,-2.3,1.2,43,1333,23,623
9.0,-2.0,1.2,46,1259,0,485
9.0,-2.6,1.0,44,1314,1,376
8.8,-3.1,1.0,43,1490,2,250
8.1,-2.2,0.8,48,1455,3,149
7.5,-2.8,1.0,48,1458,4,102
7.1,-1.8,0.8,53,1392,5,123
6.9,-2.5,0.9,51,1546,6,370
7.2,-2.5,1.1,50,1454,7,981
9.6,-4.0,1.4,38,1527,8,1702
11.9,-3.1,1.1,35,1664,9,982
15.2,-1.8,1.6,31,1757,10,703
18.5,-0.8,1.3,27,1610,11,839
20.5,5.2,4.6,37,1761,12,1023
21.9,5.3,5.1,34,1861,13,967
21.2,5.1,7.4,35,1992,14,913
21.4,4.4,4.8,33,1998,15,933
20.9,4.4,5.8,34,2000,16,1080
20.6,6.1,5.6,39,2000,17,1004
19.7,9.5,7.2,52,2000,18,1805
19.2,9.9,5.8,55,2000,19,1153
19.1,10.6,6.1,58,2000,20,336
17.5,11.9,7.3,70,1634,21,133
15.8,12.9,5.4,83,691,22,75
15.1,12.2,4.1,83,1147,23,212
14.4,11.3,4.6,82,1041,0,0
13.6,10.3,3.6,81,886,1,0
12.7,9.3,3.9,80,885,2,0
11.6,8.4,3.1,81,687,3,0
10.2,7.4,3.5,83,554,4,0
9.7,7.1,1.7,84,447,5,0
9.0,6.7,2.0,86,442,6,0
8.8,6.4,1.1,85,438,7,0
9.7,5.8,1.6,77,519,8,0
11.8,4.0,2.1,59,975,9,0
13.3,3.3,4.1,51,1487,10,0
14.9,2.7,4.0,44,1468,11,0
15.7,4.0,3.9,46,1132,12,0
15.6,1.3,4.7,38,1558,13,0
16.4,-2.1,3.4,28,1804,14,0
17.0,-1.6,3.5,28,1804,15,0
16.9,-4.4,4.4,23,1938,16,0
16.2,-5.5,4.1,22,2000,17,0
15.2,-7.0,2.9,21,2000,18,0
13.2,-4.9,2.9,28,2000,19,0
11.9,-3.8,2.0,33,2000,20,0
11.0,-4.2,2.1,34,2000,21,0
10.3,-2.0,1.0,42,1923,22,0
9.7,-1.6,2.0,45,1969,23,0
9.5,-3.4,2.4,40,1987,0,504
8.9,-3.9,2.1,40,2000,1,374
8.1,-3.1,1.0,45,2000,2,269
7.8,-2.2,1.4,49,1972,3,182
7.5,-1.4,1.0,53,1701,4,98
7.1,-0.8,0.8,57,1746,5,144
7.1,-1.3,1.8,55,1780,6,375
7.6,-1.1,1.7,54,1690,7,1054
8.9,-1.5,1.1,48,1444,8,1789
11.5,-0.6,1.7,43,1818,9,952
13.8,0.0,2.3,39,1659,10,686
16.2,-1.4,2.4,30,1700,11,829
17.5,-5.7,4.6,20,2000,12,969
18.1,-6.6,5.1,18,1939,13,1029
18.8,-0.6,4.9,27,1888,14,990
19.4,-1.7,3.9,24,2000,15,1074
18.8,-2.7,4.2,23,1956,16,1273
18.6,-3.5,3.7,22,1978,17,1664
17.9,-8.3,3.7,16,2000,18,2359
15.9,-11.6,2.8,14,2000,19,1641
14.2,-12.1,2.6,15,2000,20,1319
13.4,-12.7,2.7,15,2000,21,1241
13.5,-12.6,2.2,15,2000,22,1142
12.6,-12.6,1.7,16,2000,23,772
11.4,-9.6,1.5,22,2000,0,525
10.0,-10.2,0.7,23,2000,1,432
9.7,-10.4,1.4,23,2000,2,257
9.9,-8.2,1.3,27,2000,3,167
9.7,-7.5,1.8,29,2000,4,112
9.1,-5.9,0.9,34,2000,5,156
8.3,-6.2,0.3,35,2000,6,368
8.8,-6.6,1.2,33,2000,7,999
10.6,-7.6,1.1,27,2000,8,1721
13.2,-8.0,1.1,22,2000,9,982
15.7,-8.6,1.6,18,1980,10,741
16.9,-9.9,1.7,15,1994,11,867
18.2,-8.9,1.6,15,2000,12,1095
19.0,-8.2,1.4,15,2000,13,973
18.7,-9.3,1.6,14,2000,14,1063
18.6,-8.5,0.9,15,1991,15,1108
18.3,-7.9,1.0,16,2000,16,1270
18.1,-8.1,1.4,16,2000,17,1662
17.5,-7.1,1.3,18,2000,18,2404
16.9,-6.9,0.5,19,2000,19,1641
16.2,-5.5,0.9,22,2000,20,1359
16.4,-4.2,2.9,24,1983,21,1311
16.3,-3.7,2.0,25,2000,22,1178
15.5,-3.4,3.5,27,2000,23,849
14.8,-4.0,2.1,27,2000,0,664
14.1,-5.6,1.8,25,2000,1,513
13.5,-5.1,1.6,27,2000,2,253
12.1,-0.7,1.0,41,2000,3,62
10.3,5.4,1.0,72,2000,4,39
9.5,5.4,0.8,76,1962,5,20
8.7,5.4,1.1,80,1518,6,12
8.2,6.3,0.7,88,607,7,18
7.7,5.8,1.4,88,516,8,17
7.5,6.5,1.5,94,506,9,17
7.7,6.7,1.0,94,685,10,43
8.1,7.1,1.2,94,802,11,52
8.6,7.6,1.1,94,389,12,75
8.8,7.7,1.7,93,597,13,70
8.9,7.9,1.3,94,1129,14,122
8.6,6.7,3.2,88,1211,15,203
8.9,6.8,1.8,87,2000,16,445
9.3,6.1,2.4,81,2000,17,675
9.6,6.1,1.8,79,2000,18,706
9.5,5.4,2.3,76,2000,19,612
9.4,5.3,2.6,76,1376,20,640
9.1,5.0,3.5,76,1113,21,633
8.8,4.9,3.2,77,1258,22,586
8.4,4.5,3.8,77,1662,23,503
7.8,4.1,1.8,78,1741,0,475
7.1,3.5,3.6,78,1662,1,349
6.7,3.4,2.8,80,1342,2,254
6.4,3.7,2.3,83,1158,3,183
6.0,3.4,1.7,84,951,4,110
5.8,3.4,1.3,85,829,5,65
5.6,3.2,1.2,85,769,6,102
5.8,3.1,1.1,83,733,7,223
7.0,3.4,0.9,78,656,8,401
8.6,2.5,1.7,66,881,9,513
10.3,3.3,2.1,62,914,10,582
11.8,3.5,2.6,57,1041,11,797
12.5,3.1,3.4,53,1324,12,1105
13.5,2.0,3.4,46,1325,13,1229
13.7,3.4,3.7,50,1218,14,1083
13.1,3.9,4.1,54,1264,15,62
12.0,4.6,3.6,61,1374,16,124
11.8,4.2,2.9,60,1457,17,42
11.9,3.8,2.2,58,1645,18,343
11.0,3.9,2.1,62,1661,19,317
10.3,3.3,2.0,62,1749,20,297
9.6,3.5,1.7,66,1850,21,464
9.0,2.7,1.7,65,1953,22,620
8.6,3.2,2.2,69,1730,23,467
8.3,0.7,2.1,59,1912,0,401
7.6,0.7,1.2,62,1885,1,226
7.1,0.7,0.9,64,1756,2,126
6.4,0.7,1.4,67,1668,3,107
5.9,0.4,0.7,68,1590,4,75
5.3,0.8,0.8,73,1474,5,132
5.0,0.0,0.7,70,1739,6,405
5.0,-0.6,1.0,67,1774,7,1049
6.9,-1.7,0.7,54,1706,8,1713
10.1,-2.2,0.8,42,1911,9,922
12.4,-3.0,1.2,34,1943,10,700
14.1,-2.3,1.3,32,2000,11,855
15.5,-0.7,2.5,33,1893,12,1052
16.6,-1.0,2.3,30,1876,13,973
18.0,-0.8,1.6,28,1820,14,1016
18.4,-2.0,2.0,25,1809,15,1145
18.5,-2.4,3.0,24,1773,16,1452
18.7,-4.1,2.5,21,1871,17,1753
17.0,-1.6,3.1,28,2000,18,2692
13.8,-2.6,3.4,32,1992,19,1719
12.1,-2.9,2.4,35,1954,20,1498
11.1,-2.3,1.5,39,1734,21,1355
10.8,-4.8,0.9,33,2000,22,1099
9.7,-5.8,0.4,33,2000,23,733
9.6,-6.7,0.8,31,2000,0,503
9.0,-5.3,1.0,36,1994,1,421
8.4,-2.8,0.9,45,1987,2,237
7.8,-2.2,1.0,49,1975,3,164
7.6,-1.6,0.4,52,1935,4,110
7.4,-0.8,0.6,56,1746,5,143
6.9,-1.0,0.5,57,1775,6,406
6.9,-1.0,1.1,57,1633,7,1100
8.7,-1.4,0.8,49,1520,8,1920
12.0,-1.5,0.6,39,1386,9,1013
14.7,-2.2,1.1,31,1240,10,731
16.9,-2.2,1.5,27,1354,11,822
18.0,-1.8,2.2,26,1459,12,1112
19.1,-0.8,2.5,26,1134,13,1007
19.8,-1.9,2.6,23,1472,14,1037
19.9,-0.1,3.5,26,1628,15,1120
19.5,0.4,3.0,28,1605,16,1312
18.3,0.0,4.3,29,1626,17,1632
17.1,-0.1,3.3,31,1501,18,1727
14.5,-2.4,3.1,31,1558,19,1356
12.5,-4.2,3.8,31,1746,20,1290
11.7,-4.9,2.6,31,1617,21,1320
11.0,-4.2,1.2,34,1529,22,1071
10.1,-2.5,1.1,41,1509,23,680
9.6,-2.0,2.2,44,1417,0,515
8.9,-2.4,2.1,45,1456,1,375
8.7,-2.8,1.6,44,1684,2,260
7.9,-3.3,0.7,45,1770,3,164
7.2,-2.8,0.8,49,1546,4,105
6.7,-3.0,1.6,50,1774,5,154
6.2,-2.9,0.8,52,1609,6,395
6.4,-3.0,1.0,51,1398,7,1083
8.3,-5.9,0.6,36,1335,8,1815
11.2,-5.3,1.7,31,1299,9,987
13.7,-5.4,2.3,26,1476,10,761
15.5,-6.1,1.4,22,1762,11,845
16.5,-8.6,3.3,17,1819,12,1047
17.7,-8.4,2.8,16,1824,13,975
18.9,-8.3,1.8,15,1822,14,967
19.0,-3.8,3.3,21,1716,15,1149
18.5,-3.6,2.7,22,1515,16,1346
17.8,-1.9,3.3,26,1439,17,1738
16.6,0.2,3.4,33,1182,18,1918
14.7,1.2,2.4,40,1207,19,842
13.0,0.0,2.3,41,1164,20,1346
12.1,-1.1,2.0,40,1308,21,1209
11.3,-1.1,1.6,42,1189,22,1003
10.7,-1.7,0.9,42,1236,23,671
9.8,-1.8,1.4,44,1268,0,520
9.3,-2.0,0.8,45,1263,1,42
8.8,-1.3,0.7,49,1272,2,281
8.6,-0.4,1.5,53,1185,3,206
8.3,-0.7,1.1,53,1007,4,125
7.9,0.3,1.4,59,1005,5,153
7.6,-0.8,1.2,55,1021,6,367
7.7,-2.6,0.4,48,1110,7,254
9.6,-3.7,0.8,39,1003,8,20
12.4,-5.1,1.5,29,1380,9,316
14.7,-3.1,1.7,29,1070,10,139
16.1,-5.0,2.5,23,1361,11,795
17.8,-4.8,2.7,21,1335,12,919
19.2,-6.4,2.2,17,1448,13,930
20.5,-5.4,3.1,17,1512,14,996
20.2,-2.8,4.8,21,1161,15,1039
19.8,-0.8,4.4,25,1132,16,1198
20.1,0.4,1.9,27,1088,17,1534
19.1,1.5,3.0,31,958,18,2198
17.4,1.3,2.2,34,779,19,1489
15.5,1.2,1.7,38,745,20,1313
14.2,2.1,2.4,44,1290,21,1165
13.4,2.8,1.1,49,1326,22,1054
12.9,2.9,1.7,51,1200,23,677
12.4,3.8,0.5,56,1028,0,553
11.8,4.2,0.2,60,918,1,436
11.7,4.8,0.5,63,904,2,305
11.3,4.0,0.3,61,934,3,188
11.4,3.8,0.8,60,932,4,134
11.4,3.8,0.4,60,851,5,168
11.2,4.4,0.7,63,821,6,414
11.3,4.2,0.7,62,774,7,979
13.0,3.8,1.2,54,738,8,1659
15.8,2.8,0.9,42,683,9,962
18.2,2.8,1.0,36,620,10,708
20.6,4.1,2.2,34,705,11,805
22.5,5.4,1.8,33,894,12,1019
24.2,5.5,1.5,30,835,13,973
25.9,5.9,2.2,28,808,14,970
26.1,5.6,1.8,27,581,15,1080
25.7,6.8,3.4,30,600,16,1206
25.6,6.7,2.3,30,671,17,1543
24.7,7.3,2.3,33,687,18,2268
22.9,6.6,1.8,35,714,19,1578
21.1,8.0,1.8,43,788,20,1358
19.2,8.5,1.5,50,842,21,1213
18.2,8.1,1.3,52,818,22,1183
17.3,8.6,0.6,57,807,23,891
16.3,8.2,0.2,59,756,0,707
15.5,7.7,1.1,60,658,1,628
14.7,7.7,1.8,63,611,2,436
14.2,7.0,1.4,62,583,3,307
13.6,7.5,1.6,67,521,4,166
13.0,7.6,0.5,70,385,5,122
12.3,6.3,0.5,67,483,6,184
12.5,6.7,1.1,68,457,7,324
14.6,5.3,0.9,54,431,8,600
18.1,1.5,1.1,33,512,9,647
20.6,-0.7,2.0,24,950,10,702
23.1,-1.8,2.0,19,1172,11,872
